,Seq1,Seq2,Seq3,Seq4,Seq5,Seq6,Seq7,Seq8,Seq9,Seq10,Seq11,Seq12,Seq13,Seq14,Seq15,Seq16,Seq17,Seq18,Seq19,Seq20,Seq21,Seq22,Seq23,Seq24,Seq25,Seq26,Seq27,Seq28,Seq29,Seq30,Seq31,Seq32,Seq33,Seq34,Seq35,Seq36,Seq37,Seq38,Seq39,Seq40,Seq41,Seq42,Seq43,Seq44,Seq45,Seq46,Seq47,Seq48,Seq49,Seq50,Seq51,Seq52,Seq53,Seq54,Seq55,Seq56,Seq57,Seq58,Seq59,Seq60,Seq61,Seq62,Seq63,Seq64,Seq65,Seq66,Seq67,Seq68,Seq69,Seq70,Seq71,Seq72,Seq73,Seq74,Seq75,Seq76,Seq77,Seq78,Seq79,Seq80,Seq81,Seq82,Seq83,Seq84,Seq85,Seq86,Seq87,Seq88,Seq89,Seq90,Seq91,Seq92,Seq93,Seq94,Seq95,Seq96,Seq97,Seq98,Seq99,Seq100,Seq101,Seq102,Seq103,Seq104,Seq105,Seq106,Seq107,Seq108,Seq109,Seq110,Seq111,Seq112,Seq113,Seq114,Seq115,Seq116,Seq117,Seq118,Seq119,Seq120,Seq121,Seq122,Seq123,Seq124,Seq125,Seq126,Seq127,Seq128,Seq129,Seq130,Seq131,Seq132,Seq133,Seq134,Seq135,Seq136,Seq137,Seq138,Seq139,Seq140,Seq141,Seq142,Seq143,Seq144,Seq145,Seq146,Seq147,Seq148,Seq149,Seq150,Seq151,Seq152,Seq153,Seq154,Seq155,Seq156,Seq157,Seq158,Seq159,Seq160,Seq161,Seq162,Seq163,Seq164,Seq165,Seq166,Seq167,Seq168,Seq169,Seq170,Seq171,Seq172,Seq173,Seq174,Seq175,Seq176,Seq177,Seq178,Seq179,Seq180,Seq181,Seq182,Seq183,Seq184,Seq185,Seq186,Seq187,Seq188,Seq189,Seq190,Seq191,Seq192,Seq193,Seq194,Seq195,Seq196,Seq197,Seq198,Seq199,Seq200
Sample1,17.05850086,-25.90120435,77.93679184,102.5724439,113.1057054,111.6365284,91.4648644,126.4906632,121.8138739,-3.065556157,122.9523196,-23.03255374,19.1797676,4.989226078,136.8957628,-22.20068259,129.5998282,-14.60276813,18.59146373,13.38245749,-5.02985472,-16.84554237,23.5353234,26.11266979,-12.71357773,1.856504537,-12.3771615,111.7853442,32.34393992,21.69854187,44.64906443,42.39541995,31.13751877,43.27526918,11.00857736,137.5373474,106.4614811,51.58087831,24.69543641,39.20505063,17.1096139,26.20901681,45.50314763,45.59189223,30.07513413,56.55275439,39.22463167,54.89064218,11.75065967,59.20455543,5.852198279,8.293454581,5.328188231,19.75626068,65.37753093,55.19185558,13.79908884,61.79908257,65.39168631,24.57674733,16.75411069,68.3236193,51.48511401,24.43843363,45.38341511,41.71989357,72.84770241,43.96667347,56.47663715,42.57742252,59.86885749,18.35076899,68.62298313,54.08532538,39.53762079,39.97969417,20.01137034,78.03247438,41.84283182,35.04226894,57.03061304,76.6076927,73.97333807,71.92738119,78.86965626,25.2,42.31825192,22.22425469,60.31785444,46.79890111,47.66724878,25.122756,30.76528615,62.79470772,45.61089468,76.41372681,55.60308995,83.37887638,79.34098505,38.08932188,49.62380005,44.34434018,72.05087065,57.14332772,31.42165576,50.08580743,27.33574378,38.1714344,40.59285751,62.8,39.99285751,70.5714344,44.13574378,31.48580743,35.02165576,40.94332772,75.65087065,36.54434018,68.22380005,63.88932188,66.74098505,33.57887638,63.40308995,68.01372681,66.61089468,42.39470772,79.96528615,77.922756,53.06724878,70.79890111,48.91785444,68.42425469,75.31825192,60.6,35.66965626,23.92738119,74.57333807,72.4076927,67.23061304,52.44226894,67.64283182,40.83247438,36.81137034,49.57969417,16.73762079,34.28532538,67.42298313,71.15076899,61.06885749,26.97742252,27.07663715,62.56667347,31.44770241,50.11989357,20.18341511,48.43843363,16.08511401,58.7236193,13.75411069,58.77674733,56.39168631,50.99908257,64.79908884,13.19185558,8.977530926,26.35626068,41.32818823,58.69345458,46.05219828,12.40455543,47.15065967,15.89064218,38.02463167,33.15275439,54.67513413,58.79189223,41.30314763,27.40901681,39.3096139,-0.394949366,53.49543641,34.18087831,43.66148113,41.73734737,26.00857736,37.27526918,24.53751877,27.39541995,44.64906443,10.29854187,136.5439399,120.1853442,-0.377161503,-5.943495463,40.68642227,38.71266979,1.335323401,89.75445763,40.57014528,4.38245749
Sample2,111.3961241,111.8399438,128.1815017,123.6207527,19.75765045,-24.40785232,-7.375804091,-6.546254511,11.68074559,-24.69485586,-7.673112167,-18.85407794,135.9621909,-14.82436297,120.7862018,-0.006174794,113.8984456,-8,93.29842383,3.793650971,111.7856137,6.574242681,-14.24053314,-14.0587865,91.51940811,17.49397441,0.864834275,22.03190773,135.3951129,136.7543659,50.10958099,8.260670254,104.8075438,51.7501096,21.28827349,-0.178060863,26.95100797,48.07537917,30.19494962,9.309613898,56.8192642,56.32379033,22.82307969,44.51701722,39.80548539,32.68836416,48.36553099,27.43686077,41.30222587,35.96149608,20.41453861,17.46121811,12.70139666,16.33493375,57.16168633,54.1815088,42.19425306,59.59976852,66.79790212,31.38849843,37.97139963,66.14644564,64.31347414,60.07232066,69.02281869,68.96479975,66.4980935,35.22252789,54.33792926,18.84412247,69.74093112,72.02817763,71.90568348,52.57326937,42.23075546,45.67796155,44.3147073,74.14081252,25.9560974,55.76038278,23.1534904,49.93524324,20.90546579,63.86398438,61.81062747,45.94522603,34.26761382,54.37762777,48.67510832,50.15989978,48.03185066,81.89081406,47.33664798,57.16921573,80.78838622,59.99403434,83.58604127,24.96429482,71.32868972,36.07912795,84.21551897,35.73778005,40.64583646,52.73962172,42.01907777,63.68415522,73.3348134,26.57102058,37.392754,73.4,51.792754,50.57102058,39.7348134,84.08415522,57.61907777,61.13962172,70.64583646,34.53778005,52.41551897,55.87912795,45.52868972,24.96429482,78.18604127,50.39403434,45.98838622,51.16921573,74.33664798,36.29081406,31.83185066,72.35989978,25.87510832,39.37762777,27.66761382,68.14522603,62.41062747,81.26398438,61.10546579,46.93524324,23.1534904,43.76038278,70.3560974,54.94081252,57.5147073,69.67796155,74.03075546,57.37326937,38.30568348,43.82817763,24.14093112,70.44412247,30.93792926,16.62252789,28.6980935,55.76479975,34.82281869,64.87232066,39.11347414,49.34644564,39.17139963,45.18849843,55.99790212,66.19976852,22.99425306,42.7815088,15.76168633,56.53493375,55.90139666,7.861218113,30.61453861,12.56149608,60.50222587,29.83686077,6.365530986,27.28836416,8.605485391,31.91701722,45.62307969,7.12379033,4.619264196,18.9096139,-0.405050376,31.27537917,10.15100797,49.62193914,-0.311726509,26.5501096,12.6075438,44.86067025,24.30958099,4.354365921,-0.604887106,93.83190773,-6.935165725,120.4939744,6.519408113,27.9412135,34.35946686,4.774242681,-6.814386292,41.59365097
Sample3,98.72821321,-2.624449068,-7.779335856,118.2635081,141.1040368,-17.25779654,-21.22204017,133.5112566,112.1420434,25.07026834,30.09587851,107.4188196,-20.46096403,124.0564706,-7.428934772,96.8827599,99.49149337,108.0972028,28.79982394,21.19929078,-17.0044642,-8.411510196,95.37808189,3.964239411,20.94688796,-5.874048689,35.70135136,98.07300812,-6.55916036,24.80476201,130.3646893,134.7205334,13.87220435,14.61960973,9.362655112,47.90124379,24.63527678,4.364652775,10.48926813,-0.19098319,32.32379033,52.23347776,54.73796566,29.63713808,46.53087648,27.41905976,13.7015642,20.37826344,40.24902847,49.31372761,51.17222651,52.42438811,65.07007269,58.50913782,44.14143838,16.56682662,36.98515209,69.39626176,37.6,63.39620862,56.18472693,18.96539181,40.53803777,53.10249699,71.65859947,46.40617307,24.14504366,54.67503519,72.59596988,32.30766831,35.20994961,62.70263162,48.18553107,24.65846375,68.92124478,75.97368877,66.81561008,39.64682309,76.66714243,48.2763833,37.27436169,74.26089476,76.4358011,61.79890111,53.15001725,51.68897449,59.81560058,57.72972646,55.63118661,49.31981941,29.19546757,44.45797842,36.90720436,76.14300321,34.96523857,60.97378017,34.76850428,72.14929399,71.1160396,82.66863889,75.60699744,63.13102893,27.84065536,47.13580734,79.01642427,41.88245454,75.5338557,55.17059459,56.39264746,45,86.39264746,82.77059459,43.7338557,86.88245454,50.21642427,63.93580734,81.84065536,63.73102893,52.80699744,49.66863889,75.3160396,52.94929399,64.76850428,56.17378017,83.56523857,43.74300321,59.70720436,28.25797842,53.19546757,42.71981941,49.63118661,58.32972646,52.01560058,24.68897449,59.75001725,70.79890111,32.6358011,31.06089476,27.07436169,47.6763833,65.86714243,63.64682309,67.41561008,41.17368877,36.52124478,21.65846375,18.78553107,34.50263162,58.60994961,37.10766831,47.99596988,70.27503519,42.14504366,14.60617307,32.05859947,28.50249699,29.73803777,21.96539181,67.58472693,13.59620862,58.6,10.59626176,30.98515209,62.16682662,53.74143838,12.90913782,27.87007269,40.42438811,6.172226508,21.71372761,37.84902847,46.77826344,56.3015642,10.61905976,51.93087648,57.23713808,2.537965662,19.23347776,27.52379033,3.40901681,54.88926813,51.16465277,35.43527678,35.30124379,121.9626551,33.81960973,25.27220435,106.5205334,24.96468928,6.204762013,1.24083964,10.07300812,112.9013514,-4.074048689,-5.453112036,14.16423941,88.77808189,23.9884898,108.7955358,16.99929078
Sample4,116.8546992,106.8055469,125.654208,73.20063796,124.4447914,115.6866216,12.92608088,103.5631203,-4.602310209,25.02973789,-22.14078802,120.5860581,117.210221,7.9316439,147.0502688,23.36603619,95.27888502,84.18875275,34.19557531,27.19928699,-9.800179533,26.99710673,11.59107504,124.9816529,8.968766061,19.35233832,8.732291672,-7.891453857,38.48101979,139.8496287,30.4142867,37.17490579,-4.06860438,40.48366371,118.4316153,44.37515339,-1.685821387,24.24858923,39.37828111,17.30314763,52.82307969,59.53796566,43.44769132,55.55213984,8.851191759,29.34472492,57.63261448,33.11473284,42.19094968,29.06113187,17.72514352,18.9828459,67.03409752,14.27875402,46.11666827,43.14769033,69.57166746,48.58844418,26.39786226,54.59976077,43.19397612,50.38034215,34.75869014,38.92884891,25.6906449,53.24390229,39.98844305,42.32408711,30.25065245,21.7679553,69.07581023,54.57403035,67.06242753,75.34081252,78.20899524,30.66678497,30.5139906,71.75042088,52.3758847,25.79019139,71.19315101,27.78457464,82.76427477,72.33206556,69.08776328,67.03118661,59.56215701,28.68049915,77.58604127,52.67861557,69.15805861,76.62421172,28.27692136,47.1160396,58.74142442,69.75294017,67.55045788,82.1338557,50.50301921,48.85784178,56.19822488,30.52407837,56.43532083,53.53187976,67.41369187,79.48070322,81.33286945,79.5701559,41.19253773,68.2,65.19253773,45.3701559,78.93286945,29.68070322,83.61369187,36.73187976,71.43532083,50.92407837,65.79822488,37.45784178,75.10301921,50.3338557,73.55045788,46.95294017,39.54142442,35.1160396,67.87692136,37.62421172,54.75805861,40.07861557,68.58604127,53.88049915,58.96215701,67.03118661,73.28776328,42.33206556,80.96427477,66.78457464,43.59315101,22.19019139,51.7758847,50.15042088,61.7139906,66.66678497,41.60899524,27.34081252,71.26242753,52.77403035,73.27581023,46.3679553,18.25065245,70.52408711,29.78844305,70.04390229,51.4906449,38.92884891,71.95869014,26.98034215,70.19397612,67.79976077,63.59786226,65.38844418,30.57166746,16.74769033,20.31666827,25.07875402,63.43409752,14.1828459,60.32514352,57.86113187,45.79094968,39.71473284,53.43261448,31.74472492,28.65119176,36.95213984,52.44769132,36.73796566,36.02307969,32.90314763,35.77828111,45.24858923,10.31417861,46.77515339,52.03161531,47.08366371,45.13139562,4.774905787,23.8142867,33.24962865,122.8810198,-3.091453857,37.53229167,31.35233832,-12.63123394,-10.41834708,142.791075,1.797106729,-9.200179533,38.59928699
Sample5,101.0755126,-26.17013866,109.4820617,97.03206977,-2.620159652,105.3253273,-24.93151679,-23.49074039,-16.05239326,105.6834736,-23.38319209,-1.552443902,100.4756632,6.701072966,-6.276272416,17.94356788,29.56053315,11.17456116,89.18558811,101.3935486,11.19837546,136.6,0.798351661,30.99335814,37.78494529,4.373037111,33.95755567,36.53842106,10.3155514,40.4888627,44.85826891,18.0236818,-4.01498903,37.54216374,19.09504517,31.84355795,48.78760241,4.527076423,1.061875405,14.99189223,40.91701722,38.03713808,29.15213984,54.46190488,15.56631282,21.06524052,24.15856205,15.84614862,30.32786861,65.80358752,7.673167909,22.13646945,57.59334888,42.04365997,51.68725357,30.72397758,39.75367698,28.37619385,28.39136735,50.59903382,19.39902677,34.99117695,17.5753124,25.95125856,27.71883827,28.87787194,35.42817763,20.36957114,33.50186617,50.82487447,39.33840596,19.44226894,36.73627025,76.82021548,28.09390922,33.35715523,72.80975674,39.05151672,31.6822381,74.10172416,81.10977875,79.10620668,57.89081406,57.6634086,26.82380005,46.37180054,32.30722498,64.42989148,73.73962172,32.6362414,67.71958067,81.18947449,47.24576315,79.88829261,85.51691496,46.13148883,70.33187976,44.71796068,50.28961217,48.64672293,87.78919007,54.31691945,64.62982598,51.5278339,76.21087703,84.07889898,58.93185336,70.96970392,57.79242468,70.4,32.59242468,83.56970392,66.73185336,51.67889898,51.01087703,75.5278339,30.42982598,85.51691945,44.58919007,61.84672293,57.48961217,31.51796068,84.73187976,37.13148883,38.71691496,53.48829261,53.24576315,60.78947449,77.31958067,68.0362414,55.73962172,69.82989148,61.10722498,39.17180054,68.22380005,47.4634086,80.69081406,71.90620668,26.50977875,64.50172416,74.8822381,31.85151672,58.40975674,36.35715523,55.09390922,46.22021548,45.13627025,63.24226894,75.93840596,56.82487447,73.70186617,67.76957114,40.22817763,26.47787194,39.71883827,30.15125856,51.7753124,71.59117695,44.59902677,48.19903382,29.59136735,36.17619385,17.55367698,20.52397758,67.88725357,10.24365997,31.19334888,38.93646945,64.07316791,34.00358752,9.927868613,61.44614862,13.95856205,31.26524052,18.56631282,9.461904883,41.15213984,45.23713808,35.51701722,3.591892234,55.0618754,53.12707642,13.38760241,9.04355795,35.89504517,5.742163743,33.18501097,34.8236818,25.65826891,51.2888627,44.5155514,40.73842106,21.35755567,25.97303711,8.384945291,88.99335814,-1.001648339,25.8,42.99837546,-11.20645143
Sample6,111.0905835,-28.65157675,4.604153424,30.05773044,112.8091096,14.35824528,-2.794909582,-25.95040306,98.89171552,-0.868604419,96.36858525,-6.996768663,19.0352793,16.8646732,2.691355668,32.91526786,139.7363494,5.754538485,41.96977153,22.98198344,-3.808892563,2.397074993,4.999815838,40.59925789,135.9953272,4.387947953,14.77704235,25.16253061,121.1443309,51.92235936,5.896529873,15.66675421,-3.967058109,133.9950001,41.95283379,51.70634538,-1.544565066,18.4,0.539935591,13.87513413,36.20548539,47.73087648,43.05119176,23.96631282,33.07611845,6.180484544,42.87928414,15.97238732,11.85966121,15.54096994,58.81617461,22.8851333,43.34770101,54.80372968,68.65306817,43.49556225,36.93105461,33.95938491,39.38038974,34.59390267,26.1997543,35.79777231,32.78778148,60.96960379,45.9430585,65.70796219,32.66412893,48.81137034,63.14949577,36.07831239,69.59762537,38.30723806,68.20695219,52.49656805,70.9758847,65.44470026,40.70281213,57.35001725,46.38611245,42.01089468,44.8241614,45.82571088,43.81534258,56.19285751,30.15805861,59.91075119,53.0507433,85.17784614,35.69187457,68.39264746,30.87998819,35.35372508,43.41369187,64.05972812,51.69167968,79.50939916,70.71274632,57.10158852,33.2758011,72.43526781,50.37988113,54.70954268,44.62416349,29.72366432,52.00797595,65.87703938,80.33080606,43.16923805,46.19230815,86.4,54.59230815,45.56923805,38.93080606,32.87703938,56.80797595,48.32366432,50.62416349,53.50954268,76.17988113,29.23526781,38.0758011,49.30158852,54.51274632,81.30939916,28.29167968,50.25972812,32.01369187,60.55372508,67.47998819,59.99264746,83.69187457,74.37784614,56.0507433,70.71075119,37.95805861,51.39285751,78.61534258,25.42571088,52.0241614,60.01089468,36.18611245,80.75001725,42.50281213,66.64470026,61.3758847,71.69656805,32.20695219,58.70723806,70.79762537,24.67831239,59.54949577,33.21137034,70.46412893,67.50796219,19.5430585,21.36960379,52.58778148,52.59777231,22.5997543,60.99390267,16.58038974,30.95938491,61.53105461,51.29556225,20.05306817,63.80372968,33.74770101,55.2851333,51.61617461,52.74096994,7.659661208,15.97238732,21.27928414,21.78048454,21.67611845,56.36631282,16.05119176,44.13087648,52.40548539,56.47513413,50.33993559,43.6,-2.144565066,23.50634538,23.95283379,54.39500012,44.03294189,100.6667542,49.69652987,51.32235936,110.9443309,46.16253061,47.17704235,19.98794795,43.1953272,47.19925789,0.199815838,10.19707499,44.79110744,6.181983444
Sample7,-2.600158228,-13.73883861,-20.67958935,-28.82245354,-3.967475375,97.98529982,27.13582557,30.98405421,-0.570063143,9.873423363,-21.08553771,35.55300089,-13.41101497,126.3223592,14.05306639,3.481048193,-12.49375536,12.92859419,-16.25196627,4.964498462,39.97792193,9.58823593,17.59537047,16.59925373,13.79981203,25.99696974,3.990649272,-1.819228992,34.36725326,-0.249987799,2.928961843,40.90401395,130.275078,30.44206121,43.20486827,19.96340153,36.91756081,31.66724337,7.212343893,11.55275439,12.88836416,16.61905976,47.94472492,35.46524052,55.98048454,11.09033201,21.99465495,46.09332236,28.18620017,50.4731512,31.35403513,53.62870847,12.89702456,53.1588335,37.0139822,37.66231434,59.90367036,27.53788749,47.36479975,15.58423798,70.79602987,63,43.79596988,58.18375802,71.96318002,50.93404864,71.8961739,37.04936316,59.79342134,23.72815094,41.65335231,45.16882374,78.07436169,27.569761,79.0548151,65.72931627,62.59305589,66.04582472,83.28741321,69.91761181,41.53621132,44.34300321,57.93778005,36.12033584,32.29046645,58.44797004,40.19264746,30.32430274,29.44274352,67.54778154,77.43923308,32.71691945,72.58066748,44.63030999,35.26568628,30.08664258,32.69303253,73.08471762,77.46156762,45.22346104,82.57028547,80.30193801,70.21832559,81.11936528,79.40498462,74.07512183,74.72972608,83.76875763,61.59218798,41.8,35.79218798,59.76875763,54.32972608,49.47512183,56.60498462,37.31936528,40.21832559,55.70193801,62.17028547,72.22346104,63.66156762,62.88471762,61.49303253,37.88664258,40.66568628,59.63030999,59.38066748,48.91691945,55.23923308,69.94778154,84.64274352,70.52430274,80.99264746,36.84797004,37.09046645,76.92033584,65.73778005,59.94300321,43.33621132,65.11761181,43.68741321,57.04582472,57.79305589,63.32931627,58.6548151,34.169761,33.67436169,35.56882374,42.25335231,71.72815094,50.79342134,23.84936316,27.4961739,64.73404864,28.76318002,31.78375802,53.99596988,27,52.19602987,50.98423798,39.56479975,62.93788749,16.10367036,54.46231434,49.6139822,63.9588335,40.49702456,41.02870847,51.75403513,33.0731512,36.58620017,65.89332236,9.394654947,33.29033201,56.58048454,34.86524052,25.14472492,47.21905976,9.888364163,31.95275439,51.01234389,21.46724337,-0.282439195,38.56340153,33.00486827,33.44206121,20.67507803,100.704014,149.7289618,13.5500122,1.967253258,15.58077101,20.79064927,15.79696974,17.39981203,102.7992537,32.59537047,23.38823593,14.77792193,138.5644985
Sample8,-21.29678312,109.9680041,-23.76923935,-19.30855607,-15.44998979,105.7064146,-4.739388768,104.4125528,-11.43780912,21.80947585,-18.74564329,31.89678116,9.936695534,110.1740447,98.30877227,95.54082008,37.27012864,-6.303363178,-9.079718106,1.340999458,41.15872341,-0.026614102,39.78491726,7.593245993,38.39829869,-1.6,-1.401727433,47.39303698,19.98421174,123.1717132,2.955455367,100.1353502,27.91130718,52.08323344,48.0510337,0.814610152,17.77386246,8.928687685,7.878980199,24.22463167,15.36553099,37.1015642,59.43261448,45.75856205,13.47928414,34.59465495,61.70454557,21.00882397,13.30735493,41,44.68661749,10.56706241,57.44118645,43.70883795,44.36986189,44.42409988,49.87139015,46.91156753,22.94446348,61.36990613,58.98772024,75.79772731,39.19974555,51.19359001,75.1790726,41.55600219,39.7241847,61.88342322,62.43351811,20.97426717,35.90546579,79.62690709,72.33838217,25.43968027,78.73058901,52.21089468,76.68038245,64.53883669,49.98604127,76.8217799,82.04583646,63.25799539,53.45804205,59.84576315,64.42094719,33.58338484,36.33286945,69.66919752,42.99216914,41.50158852,43.59726449,39.079011,77.1466476,34.2,36.23890057,41.2631888,52.27271186,58.46732502,41.24689218,90.01128626,91.36038969,61.49409476,65.81230403,79.11493067,85.80189876,33.67314359,81.72861188,52.36826196,91.99206399,87.2,42.19206399,70.96826196,82.32861188,40.87314359,74.40189876,72.51493067,77.21230403,69.89409476,65.56038969,86.41128626,79.04689218,79.46732502,30.67271186,79.6631888,75.83890057,68.4,57.9466476,86.479011,45.39726449,33.10158852,57.39216914,72.06919752,75.93286945,38.98338484,81.22094719,56.84576315,45.65804205,43.45799539,53.84583646,44.4217799,25.38604127,56.73883669,80.28038245,37.21089468,52.93058901,62.63968027,32.13838217,76.62690709,31.10546579,29.97426717,61.83351811,45.68342322,42.7241847,21.75600219,55.9790726,27.79359001,72.19974555,69.79772731,41.58772024,27.16990613,63.74446348,42.11156753,55.87139015,42.02409988,45.56986189,23.30883795,13.04118645,52.56706241,29.68661749,24.8,66.10735493,65.40882397,53.30454557,41.79465495,6.279284139,23.55856205,16.23261448,14.9015642,33.96553099,22.42463167,19.2789802,38.92868769,1.573862465,6.814610152,42.6510337,16.68323344,21.31130718,16.9353502,147.3554554,23.77171316,47.58421174,47.99303698,98.59827257,16.4,34.79829869,28.59324599,97.18491726,26.9733859,-7.441276588,0.740999458
Sample9,20.00063796,21.46887939,13.33513029,138.0993485,19.26149091,103.2215131,105.2793695,18.83501351,148.9883972,11.53947136,-5.611814471,98.13448789,25.47832524,-6.080357017,-4.041614939,-10.40550608,104.2279105,2.058574013,14.88642227,93.51139126,9.933415284,16.15242687,4.968356748,36.38113375,29.99068482,22.39693491,139.9998069,44.39922179,52.39509816,-2.012647431,37.17589931,10.36065034,7.541515286,52.11840132,-2.308786859,2.059852911,53.82422018,8.384211838,41.53972205,18.89064218,34.63686077,54.57826344,43.91473284,28.44614862,23.17238732,32.89332236,55.80882397,64.31875913,33.22299154,29.12138156,24.41378616,24.50005889,53.38004987,31.8536057,18.1205695,21.18078084,24.83407574,66.2802867,60.31924265,35.75076899,69.9746876,21.99081686,54.99897173,31.59896374,30.9906011,21.97368877,65.74802852,74.71341909,44.06965626,56.61653302,61.95383969,34.28136415,31.19889198,80.90620668,41.20308995,29.08932188,84.76468125,64.22894583,62.8818927,32.12329857,35.55294017,41.97059459,48.97603975,66.16905474,63.54942035,63.31691945,33.67133753,70.61246319,29.5400886,53.8540101,39.15402865,50.23995043,58.91158736,60.36875763,82.21128626,48.23900567,50.85175614,75.04938638,57.23175403,56.19872613,88.15017957,84.68600157,81.80609004,42.31035399,36.39871384,50.87110173,33.52746179,92.36775032,59.39193601,65.4,83.39193601,67.16775032,52.12746179,61.07110173,66.39871384,79.51035399,67.40609004,36.68600157,83.95017957,82.59872613,67.43175403,39.64938638,80.85175614,39.83900567,50.41128626,44.76875763,65.51158736,56.23995043,51.75402865,61.0540101,33.1400886,71.81246319,30.07133753,35.71691945,71.94942035,64.36905474,43.57603975,79.77059459,32.55294017,65.12329857,40.0818927,65.42894583,84.16468125,60.88932188,58.60308995,81.50620668,67.79889198,39.68136415,72.15383969,44.01653302,68.06965626,39.31341909,51.34802852,53.17368877,61.5906011,75.99896374,33.99897173,23.79081686,30.9746876,34.55076899,66.31924265,30.2802867,30.83407574,59.58078084,43.3205695,11.4536057,58.78004987,45.50005889,29.81378616,31.52138156,38.02299154,7.918759133,7.20882397,7.69332236,7.572387319,4.446148619,60.11473284,52.17826344,27.43686077,23.69064218,48.13972205,11.38421184,17.82422018,0.859852911,39.69121314,56.31840132,0.941515286,53.56065034,26.37589931,4.587352569,25.39509816,7.799221793,45.39980695,0.796934911,34.19068482,25.58113375,-5.231643252,2.952426874,33.93341528,-4.088608739
Sample10,79.69203388,142.263715,127.5334461,17.70118561,2.366890841,1.430517957,82.49202199,23.55135676,135.2084749,147.9633277,13.51586523,-9.033963806,87.61378791,84.8590663,17.50181578,40.54197931,-0.620501707,-6.985687478,-6.75363983,-12.52442228,30.90189992,30.52525975,6.145588327,122.5628149,8.376866803,11.58766933,20.19514575,22.19921722,-1.600197238,127.9968191,14.39018084,45.17980004,17.76558648,56.34744744,40.92528769,27.29900939,27.46851205,1.233692453,14.59444461,54.35065967,46.10222587,8.449028467,22.99094968,8.127868613,22.65966121,17.98620017,66.70735493,51.22299154,26.1329727,59.2371576,37.73540196,30.02755795,48.11347414,29.59299547,42.26596321,66.33221496,19.5915846,52.64390229,57.48899447,57.52668385,35.95678943,44.37912652,67.79350677,44.39973822,78.59762537,40.78696921,43.16756737,28.13921415,37.7017007,77.2548151,29.79834256,36.93206556,81.25576407,25.96921573,45.07219611,31.76447895,80.84583646,48.3160396,42.17485842,63.6220624,60.45742084,33.88070322,79.29167968,86.2901214,61.4758011,30.04849353,86.20797595,85.95402865,53.28643553,37.40498462,73.10946862,50.59968554,83.2754392,88.9365399,46.5828049,60.01405909,66.83013548,65.23087583,33.61613113,45.78576216,39.33963996,52.67764634,58.79967427,57.70562832,92.59542501,36.26899314,51.32627406,41.76722192,74.79180383,78.4,82.59180383,39.96722192,77.72627406,71.66899314,93.79542501,80.50562832,53.99967427,68.87764634,75.33963996,37.98576216,55.21613113,91.63087583,81.23013548,57.01405909,63.9828049,81.7365399,37.0754392,41.59968554,40.70946862,70.40498462,56.88643553,34.95402865,65.20797595,83.44849353,74.0758011,80.8901214,81.69167968,49.48070322,70.65742084,75.0220624,46.97485842,62.1160396,56.24583646,54.56447895,34.27219611,43.36921573,33.85576407,45.33206556,63.99834256,59.2548151,59.9017007,40.73921415,21.56756737,71.38696921,19.19762537,48.59973822,27.59350677,17.37912652,43.15678943,29.92668385,36.48899447,74.24390229,57.9915846,56.13221496,24.26596321,30.19299547,37.31347414,19.82755795,38.93540196,28.0371576,28.5329727,64.42299154,9.107354926,14.98620017,18.45966121,57.32786861,54.19094968,21.04902847,56.30222587,44.75065967,58.39444461,0.633692453,37.66851205,31.49900939,10.92528769,49.74744744,31.56558648,30.77980004,27.59018084,12.39681914,52.99980276,108.9992172,30.39514575,1.987669326,99.3768668,90.16281491,133.7455883,40.12525975,38.70189992,38.47557772
